شیت اول
فهرست بهای واحد پایه رشته ابنیه سال 1404				
شماره	فصل	شرح	واحد	"بهای واحد
(ریال)"
110832	11	کسربها به ردیف‌های دیوارچینی یا آجرکاری با آجرفشاری و آجر ماسه آهکی، درصورتی که از ملات گچ و خاک بجای ملات ماسه سیمان 1:5 استفاده شود، به ازای هر مترمکعب آجرچینی	مترمکعب	-723,500
110901	11	شفته ریزی با خاک محل و 150 کیلوگرم آهک شکفته در مترمکعب شفته.	مترمکعب	5,202,000
110902	11	شفته ریزی با خاک تهیه شده مناسب شن‌دار از خارج محل تا فاصله 500 متر، و ۱۵۰ کیلوگرم آهک شکفته در مترمکعب شفته	مترمکعب	8,083,000
110903	11	اضافه‌بها به ردیف 110901، برای اضافه کردن شن و ماسه، به اندازه هر ده درصد که به حجم خاک محل اضافه شود.	مترمکعب	645,500
110904	11	اضافه‌بها به ردیف‌های 110901 و 110902، برای افزایش هر 50 کیلوگرم آهک شکفته در مترمکعب شفته. (کسر 50 کیلوگرم به تناسب محاسبه می‌شود).	مترمکعب	810,000
110905	11	کسربها به ردیف‌های 110901 و 110902، برای کاهش هر 50 کیلوگرم، آهک شکفته در مترمکعب شفته. (کسر 50 کیلوگرم به تناسب محاسبه می‌شود).	مترمکعب	-810,000
111001	11	نماچینی با آجر پلاک با سطح مقطع تا ۱۰ سانتی‌متر مربع با ملات ماسه سیمان ۱:۵ به همراه دوغاب‌ریزی پشت آجر	مترمربع	6,753,000
111002	11	نماچینی با آجر پلاک با سطح مقطع بیش از ۱۰ سانتی‌متر مربع با ملات ماسه سیمان ۱:۵ به همراه دوغاب‌ریزی پشت آجر	مترمربع	7,178,000
111005	11	اضافه‌بها به ردیف‌های 111001 و 111002 در صورت استفاده از آجر پلاک به رنگ قرمز	مترمربع	469,000
111101	11	فرش کف با آجرمخصوص کف به سطح نمای تا 7 دسی‌مترمربع و ضخامت حدود 30 میلی‌متر با ملات ماسه سیمان 1:5	مترمربع	4,155,000
111102	11	اضافه‌بها به ردیف 111101 به ازای افزایش هر 5 میلی‌متر ضخامت آجر مخصوص کف مازاد بر 30 میلی‌متر تا 70 میلی‌متر (کسر 5 میلی‌متر به تناسب محاسبه می‌شود)	مترمربع	1
111201	11	نماچینی با آجرنسوز مخصوص نما  با ضخامت 20 تا 30 میلی‌متر و ملات ماسه سیمان 1:5	مترمربع	9,745,000
111202	11	نماچینی با آجرنسوز مخصوص نما  با ضخامت بیش از 30 تا 40 میلی‌متر و ملات   ماسه سیمان 1:5.	مترمربع	10,508,000
111203	11	نماچینی با آجرنسوز مخصوص نما  با ضخامت بیش از 40 تا 50 میلی‌متر و ملات   ماسه سیمان 1:5.	مترمربع	11,172,000
120101	12	تهیه و نصب جدول‌های بتنی پیش‌ساخته با سطح مقطع تا 0/05 مترمربع با بتن به عیار ۲5۰ کیلوگرم سیمان در مترمکعب و ملات ماسه سیمان 1:5	مترمکعب	41,617,000
120102	12	تهیه و نصب جدول‌های بتنی پیش‌ساخته با سطح مقطع بیش از 0/05 تا 0/10 مترمربع با بتن به عیار 250 کیلوگرم سیمان در مترمکعب و ملات ماسه سیمان ۱:۵	مترمکعب	37,582,000
120103	12	تهیه و نصب جدول‌های بتنی پیش‌ساخته با سطح مقطع بیش از 0/10 مترمربع با بتن به عیار 250 کیلوگرم سیمان در مترمکعب و ملات ماسه سیمان ۱:۵	مترمکعب	33,780,000
120104	12	تهیه و نصب جدول‌های بتنی پیش‌ساخته پرسی، با سطح مقطع تا 0/06 مترمربع و ملات ماسه سیمان 1:5.	مترمکعب	32,399,000
120105	12	تهیه و نصب جدول‌‌های بتنی پیش‌ساخته پرسی،   با سطح مقطع بیش از 0/06 مترمربع و ملات ماسه سیمان 1:5.	مترمکعب	28,881,000
120106	12	تهیه و نصب جدول‌‏های بتنی پیش‌ساخته پلیمری رنگی با ملات ماسه   سیمان 1:5	مترمکعب	0
120201	12	تهیه و نصب دال بتنی پیش‌ساخته (مسلح)، با عیار ۳۰۰ کیلوگرم سیمان در مترمکعب، برای دال روی کانال‌ها، نهرها و یا به عنوان پل روی جوی‌ها و موارد مشابه	مترمکعب	45,969,000
120202	12	تهیه، ساخت و نصب قطعات بتنی پیش‌ساخته برای تکیه‌گاه لوله و کارهای مشابه، با عیار ۳۰۰ کیلوگرم سیمان در مترمکعب بتن.	مترمکعب	45,969,000
120203	12	تهیه و نصب قطعات بتنی پیش‏‌ساخته مدولار با عیار 350 کیلوگرم سیمان در مترمکعب برای خاکهای مسلح و غیرمسلح	مترمکعب	76,889,000
120204	12	تهیه و نصـب پانل‏‌های بتنی پیش‌ساخته با عیار ۳۵۰ کیلوگرم سیمان در مترمکعب برای مسلح کردن خاک	مترمکعب	56,070,000
120205	12	اضافه‌بها به ردیف‏ 120203 درصورت رنگی بودن قطعات   پیش‏‌ساخته بتنی.	مترمکعب	5,050,000
120220	12	تهیه و نصب فونداسیون دیوارهای بتنی پیش‌ساخته محوطه با عیار 350 کیلوگرم سیمان در هر مترمکعب	مترمکعب	0
120221	12	تهیه و نصب ستون دیوارهای بتنی پیش‌ساخته محوطه با عیار 350 کیلوگرم سیمان در هر مترمکعب	مترمکعب	0
120222	12	تهیه و نصب پانل دیوارهای بتنی پیش‌ساخته با عیار 350   کیلوگرم سیمان در هر مترمکعب.	مترمکعب	0
120301	12	تهیه و نصب لوله بتنی پیش‏‌ساخته، به قطر داخلی ۱۰ سانتی‌متر و ضخامت تا 5 سانتی‌متر، با بتن به عیار ۳۰۰ کیلوگرم سیمان در مترمکعب بتن	مترطول	1,742,000
120302	12	تهیه و نصب لوله بتنی پیش‏‌ساخته، به قطر داخلی ۱۵ سانتی‌متر و ضخامت تا 5 سانتی‌متر، با بتن به عیار ۳۰۰ کیلوگرم سیمان در مترمکعب بتن	مترطول	1,810,000
120303	12	تهیه و نصب لوله بتنی پیش‏‌ساخته، به قطر داخلی 20 سانتی‌متر و ضخامت تا 5 سانتی‌متر، با بتن به‌ عیار 300 کیلوگرم سیمان در مترمکعب بتن.	مترطول	2,102,000
120304	12	تهیه و نصب لوله بتنی پیش‏‌ساخته، به قطر داخلی 25 سانتی‌متر و ضخامت تا 5 سانتی‌متر، با بتن به‌ عیار 300 کیلوگرم سیمان در مترمکعب بتن.	مترطول	2,424,000
120305	12	تهیه و نصب لوله بتنی پیش‏‌ساخته، به قطر داخلی ۳۰ سانتی‌متر و ضخامت 5 تا 7 سانتی‌متر، با بتن به‌ عیار ۳۰۰ کیلوگرم سیمان در متر مکعب بتن	مترطول	3,137,000
120306	12	تهیه و نصب لوله بتنی پیش‌‏ساخته، به قطر داخلی ۴۰ سانتی‌متر و ضخامت 5 تا 7 سانتی‌متر، با بتن به‌ عیار ۳۰۰ کیلوگرم سیمان در مترمکعب بتن	مترطول	3,550,000
120307	12	تهیه و نصب لوله بتنی پیش‏‌ساخته، به قطر داخلی ۵۰ سانتی‌متر و ضخامت 5 تا 7 سانتی‌متر، با بتن به‌ عیار ۳۰۰ کیلوگرم سیمان در مترمکعب بتن	مترطول	4,353,000
120308	12	تهیه و نصب لوله بتنی پیش‏‌ساخته، به قطر داخلی ۶۰ سانتی‌متر و ضخامت 7 تا 9 سانتی‌متر، با بتن به‌ عیار ۳۰۰ کیلوگرم سیمان در مترمکعب بتن	مترطول	6,237,000
120309	12	تهیه و نصب لوله بتنی مسلح پیش‌‏ساخته، به قطر داخلی ۶۰ سانتی‌متر و ضخامت 7 تا 9 سانتی‌متر، با بتن به‌ عیار ۳۰۰ کیلوگرم سیمان در مترمکعب بتن	مترطول	8,382,000
120310	12	تهیه و نصب لوله بتنی مسلح پیش‌‏ساخته، به قطر داخلی ۸۰ سانتی‌متر و ضخامت 9 تا 11 سانتی‌متر، با بتن به‌ عیار ۳۰۰ کیلو سیمان در مترمکعب بتن	مترطول	10,138,000
120311	12	تهیه و نصب لوله بتنی مسلح پیش‏‌ساخته، به قطر داخلی 100 سانتی‌متر و ضخامت 9 تا 11 سانتی‌متر، با بتن به‌ عیار ۳۰۰ کیلوگرم سیمان در مترمکعب بتن	مترطول	11,000,000
120401	12	تهیه و نصب حلقه بتنی مسلح پیش‌‏ساخته چاه به منظور تحکیم انباره چاه، با بتن به عیار 300 کیلوگرم سیمان در مترمکعب با مقطع تخم مرغی به ابعاد حدود 80×120 سانتی‌متر به انضمام پر کردن پشت حلقه بتنی	مترطول	9,834,000
120402	12	تهیه و نصب حلقه بتنی مسلح پیش‌‏ساخته چاه به منظور تحکیم میله چاه با بتن به عیار 300 کیلوگرم سیمان در مترمکعب با مقطع دایره و قطر خارجی حدود 60 سانتی‌متر با پرکردن پشت حلقه بتنی	مترطول	10,734,000
120403	12	اضافه‌‏بها به ردیف 120402 به ازای افزایش هر 10 سانتی‌متر قطر حلقه بتنی مسلح پیش‌‏ساخته چاه مازاد بر 60 سانتی‌متر تا 120 سانتی‌متر (کسر 10سانتی‌متر به تناسب محاسبه می‏‌شود)	مترطول	1,391,000
120501	12	بنایی با بلوک سیمانی توخالی به ضخامت بیش از 20   سانتی‌متر و ملات ماسه سیمان ۱:۵.	مترمکعب	15,465,000
120502	12	بنایی با بلوک سیمانی توخالی کف‌پر به ضخامت بیش از 20 سانتی‌متر و ملات ماسه سیمان ۱:۵	مترمکعب	15,982,000
120503	12	بنایی با بلوک سیمانی توخالی به ضخامت حدود ۲۰ سانتی‌متر و ملات ماسه سیمان ۱:۵	مترمربع	3,100,000
120504	12	بنایی با بلوک سیمانی توخالی کف‌پر به ضخامت حدود ۲۰ سانتی‌متر و ملات ماسه سیمان ۱:۵	مترمربع	3,204,000
