ElementId	UniqueId	Category	Family	Type	Mark	ScheduleMark	MappingMark	Prefix	MemberId	Span	Zone	Role	Position	PositionIndex	MarkTokens	HostElementId	HostUniqueId	HostCategory	HostFamily	HostType	HostMark	HostLevel	Diameter_mm	SteelType	Length_mm	Quantity	RebarShape	RebarShapeId	HookStart	HookEnd	IsStirrup	IsLongitudinal	IsTransverse	IsMain	IsAdditional	IsStarter	IsTop	IsBottom	IsThermal	Width_mm	Height_mm	MemberLength_mm	HostWidth	HostHeight	HostLength	Volume_m3	Area_m2	HostVolume_m3	HostArea_m2	Material	MaterialClass	HostMaterial	StructuralContext
465778	401c6e31-15bc-431d-9e40-6b618ec0d6b3-00071b72	Rebar		Φ18 : Shape M_02		LG(1-2)-T	LG(1-2)-T	LG		2-Jan			TOP		LG(1|2)|T	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		18	Unknown	13748.6			130497			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
467714	401c6e31-15bc-431d-9e40-6b618ec0d6b3-00072302	Rebar		Φ14 : Shape M_02		TR(2-3)-T	TR(2-3)-T	TR					TOP		TR(2|3)|T	431871	7a97ca8d-cb99-4ff2-8bd1-c8c8f4d7b596-000696ff	Structural Foundations		WF_A_1800x900	L(2-3)		14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13429.25 mm			21.7554	24.173				Rebar
467715	401c6e31-15bc-431d-9e40-6b618ec0d6b3-00072303	Rebar		Φ18 : Shape M_02		LG(2-3)-T	LG(2-3)-T	LG		3-Feb			TOP		LG(2|3)|T	431871	7a97ca8d-cb99-4ff2-8bd1-c8c8f4d7b596-000696ff	Structural Foundations		WF_A_1800x900	L(2-3)		18	Unknown	13837			130497			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13429.25 mm			21.7554	24.173				Rebar
467716	401c6e31-15bc-431d-9e40-6b618ec0d6b3-00072304	Rebar		Φ14 : Shape M_02		TR(2-3)-B	TR(2-3)-B	TR					BOTTOM		TR(2|3)|B	431871	7a97ca8d-cb99-4ff2-8bd1-c8c8f4d7b596-000696ff	Structural Foundations		WF_A_1800x900	L(2-3)		14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13429.25 mm			21.7554	24.173				Rebar
467717	401c6e31-15bc-431d-9e40-6b618ec0d6b3-00072305	Rebar		Φ18 : Shape M_02		LG(2-3)-B	LG(2-3)-B	LG		3-Feb			BOTTOM		LG(2|3)|B	431871	7a97ca8d-cb99-4ff2-8bd1-c8c8f4d7b596-000696ff	Structural Foundations		WF_A_1800x900	L(2-3)		18	Unknown	13837			130497			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13429.25 mm			21.7554	24.173				Rebar
467785	401c6e31-15bc-431d-9e40-6b618ec0d6b3-00072349	Rebar		Φ14 : Shape M_02		TR(3-4)-T	TR(3-4)-T	TR					TOP		TR(3|4)|T	444129	3a474b31-f906-450e-97f4-0894d5d268ce-0006c6e1	Structural Foundations		WF_A_1800x900	L(3-4)		14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13345.17 mm			21.6192	24.021				Rebar
467786	401c6e31-15bc-431d-9e40-6b618ec0d6b3-0007234a	Rebar		Φ18 : Shape M_02		LG(3-4)-T	LG(3-4)-T	LG		4-Mar			TOP		LG(3|4)|T	444129	3a474b31-f906-450e-97f4-0894d5d268ce-0006c6e1	Structural Foundations		WF_A_1800x900	L(3-4)		18	Unknown	13673.1			130497			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13345.17 mm			21.6192	24.021				Rebar
467787	401c6e31-15bc-431d-9e40-6b618ec0d6b3-0007234b	Rebar		Φ14 : Shape M_02		TR(3-4)-B	TR(3-4)-B	TR					BOTTOM		TR(3|4)|B	444129	3a474b31-f906-450e-97f4-0894d5d268ce-0006c6e1	Structural Foundations		WF_A_1800x900	L(3-4)		14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13345.17 mm			21.6192	24.021				Rebar
467788	401c6e31-15bc-431d-9e40-6b618ec0d6b3-0007234c	Rebar		Φ18 : Shape M_02		LG(3-4)-B	LG(3-4)-B	LG		4-Mar			BOTTOM		LG(3|4)|B	444129	3a474b31-f906-450e-97f4-0894d5d268ce-0006c6e1	Structural Foundations		WF_A_1800x900	L(3-4)		18	Unknown	13688.7			130497			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13345.17 mm			21.6192	24.021				Rebar
481414	e68a9de0-8760-4211-96a4-cbdbe7536673-00075886	Rebar		Φ14 : Shape M_02		TR(4-5)-T	TR(4-5)-T	TR					TOP		TR(4|5)|T	444793	3a474b31-f906-450e-97f4-0894d5d268ce-0006c979	Structural Foundations		WF_A_1800x900	L(5-6)		14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13297.72 mm			21.5423	23.936				Rebar
481469	e68a9de0-8760-4211-96a4-cbdbe7536673-000758bd	Rebar		Φ14 : Shape M_02		TR(4-5)-B	TR(4-5)-B	TR					BOTTOM		TR(4|5)|B	444793	3a474b31-f906-450e-97f4-0894d5d268ce-0006c979	Structural Foundations		WF_A_1800x900	L(5-6)		14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13297.72 mm			21.5423	23.936				Rebar
481476	e68a9de0-8760-4211-96a4-cbdbe7536673-000758c4	Rebar		Φ18 : Shape M_02		LG(4-5)-T	LG(4-5)-T	LG		5-Apr			TOP		LG(4|5)|T	444793	3a474b31-f906-450e-97f4-0894d5d268ce-0006c979	Structural Foundations		WF_A_1800x900	L(5-6)		18	Unknown	13663.6			130497			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13297.72 mm			21.5423	23.936				Rebar
481572	e68a9de0-8760-4211-96a4-cbdbe7536673-00075924	Rebar		Φ18 : Shape M_02		LG(4-5)-B	LG(4-5)-B	LG		5-Apr			BOTTOM		LG(4|5)|B	444793	3a474b31-f906-450e-97f4-0894d5d268ce-0006c979	Structural Foundations		WF_A_1800x900	L(5-6)		18	Unknown	13663.6			130497			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13297.72 mm			21.5423	23.936				Rebar
483598	e68a9de0-8760-4211-96a4-cbdbe7536673-0007610e	Rebar		Φ18 : Shape M_02		LG(1-2)-B	LG(1-2)-B	LG		2-Jan			BOTTOM		LG(1|2)|B	483559	e68a9de0-8760-4211-96a4-cbdbe7536673-000760e7	Structural Foundations		WF_A_1800x900			18	Unknown	13822.6			130497			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13471.04 mm			0	0				Rebar
483601	e68a9de0-8760-4211-96a4-cbdbe7536673-00076111	Rebar		Φ14 : Shape M_02		TR(1-2)-B	TR(1-2)-B	TR					BOTTOM		TR(1|2)|B	483559	e68a9de0-8760-4211-96a4-cbdbe7536673-000760e7	Structural Foundations		WF_A_1800x900			14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13471.04 mm			0	0				Rebar
483887	e68a9de0-8760-4211-96a4-cbdbe7536673-0007622f	Rebar		Φ14 : Shape M_02		TR(C-D)-B	TR(C-D)-B	TR					BOTTOM		TR(C|D)|B	459709	9c435b12-5997-43bd-afe4-e9d3db874cc8-000703bd	Structural Foundations		WF_A_1800x900	T(C-D)-1		14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		2400.00 mm			3.888	4.32				Rebar
484043	e68a9de0-8760-4211-96a4-cbdbe7536673-000762cb	Rebar		Φ14 : Shape M_02		TR(B-C)-T	TR(B-C)-T	TR					TOP		TR(B|C)|T	459618	9c435b12-5997-43bd-afe4-e9d3db874cc8-00070362	Structural Foundations		WF_A_1800x900	T(B-C)-1		14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		2400.00 mm			3.888	4.32				Rebar
484045	e68a9de0-8760-4211-96a4-cbdbe7536673-000762cd	Rebar		Φ18 : Shape Rebar Shape 1		LG(B-C)-T	LG(B-C)-T	LG		B-C			TOP		LG(B|C)|T	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		18	Unknown	6123			492762			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
484046	e68a9de0-8760-4211-96a4-cbdbe7536673-000762ce	Rebar		Φ14 : Shape M_02		TR(B-C)-B	TR(B-C)-B	TR					BOTTOM		TR(B|C)|B	459618	9c435b12-5997-43bd-afe4-e9d3db874cc8-00070362	Structural Foundations		WF_A_1800x900	T(B-C)-1		14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		2400.00 mm			3.888	4.32				Rebar
484047	e68a9de0-8760-4211-96a4-cbdbe7536673-000762cf	Rebar		Φ18 : Shape Rebar Shape 1		LG(B-C)-B	LG(B-C)-B	LG		B-C			BOTTOM		LG(B|C)|B	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		18	Unknown	6123			492762			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
484097	e68a9de0-8760-4211-96a4-cbdbe7536673-00076301	Rebar		Φ14 : Shape M_02		TR(A-B)-T	TR(A-B)-T	TR					TOP		TR(A|B)|T	459577	9c435b12-5997-43bd-afe4-e9d3db874cc8-00070339	Structural Foundations		WF_B_2000x900	T(A-B)-1		14	Unknown	2257.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				2000.00 mm		2400.00 mm			4.32	4.8				Rebar
484098	e68a9de0-8760-4211-96a4-cbdbe7536673-00076302	Rebar		Φ18 : Shape Rebar Shape 1		LG(A-B)-T	LG(A-B)-T	LG		A-B			TOP		LG(A|B)|T	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		18	Unknown	4308.8			492762			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
484099	e68a9de0-8760-4211-96a4-cbdbe7536673-00076303	Rebar		Φ14 : Shape M_02		TR(A-B)-B	TR(A-B)-B	TR					BOTTOM		TR(A|B)|B	459577	9c435b12-5997-43bd-afe4-e9d3db874cc8-00070339	Structural Foundations		WF_B_2000x900	T(A-B)-1		14	Unknown	2257.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				2000.00 mm		2400.00 mm			4.32	4.8				Rebar
484100	e68a9de0-8760-4211-96a4-cbdbe7536673-00076304	Rebar		Φ18 : Shape Rebar Shape 1		LG(A-B)-B	LG(A-B)-B	LG		A-B			BOTTOM		LG(A|B)|B	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		18	Unknown	6123			492762			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
484561	2e300276-0f52-4d80-a9e2-4f7875395570-000764d1	Rebar		Φ14 : Shape M_02		TR(C-D)-T	TR(C-D)-T	TR					TOP		TR(C|D)|T	459690	9c435b12-5997-43bd-afe4-e9d3db874cc8-000703aa	Structural Foundations		WF_A_1800x900	T(C-D)-2		14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		6650.00 mm			10.773	11.97				Rebar
484651	2e300276-0f52-4d80-a9e2-4f7875395570-0007652b	Rebar		Φ18 : Shape M_02		LG(C-D)-B	LG(C-D)-B	LG		C-D			BOTTOM		LG(C|D)|B	459690	9c435b12-5997-43bd-afe4-e9d3db874cc8-000703aa	Structural Foundations		WF_A_1800x900	T(C-D)-2		18	Unknown	20850.5			130497			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		6650.00 mm			10.773	11.97				Rebar
488473	2e300276-0f52-4d80-a9e2-4f7875395570-00077419	Rebar		Φ18 : Shape M_02		LG(C-D)-T	LG(C-D)-T	LG		C-D			TOP		LG(C|D)|T	459690	9c435b12-5997-43bd-afe4-e9d3db874cc8-000703aa	Structural Foundations		WF_A_1800x900	T(C-D)-2		18	Unknown	20857.8			130497			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		6650.00 mm			10.773	11.97				Rebar
488606	2e300276-0f52-4d80-a9e2-4f7875395570-0007749e	Rebar		Φ14 : Shape M_02		TR(B-C)-B	TR(B-C)-B	TR					BOTTOM		TR(B|C)|B	431871	7a97ca8d-cb99-4ff2-8bd1-c8c8f4d7b596-000696ff	Structural Foundations		WF_A_1800x900	L(2-3)		14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13429.25 mm			21.7554	24.173				Rebar
488607	2e300276-0f52-4d80-a9e2-4f7875395570-0007749f	Rebar		Φ14 : Shape M_02		TR(B-C)-T	TR(B-C)-T	TR					TOP		TR(B|C)|T	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
488609	2e300276-0f52-4d80-a9e2-4f7875395570-000774a1	Rebar		Φ18 : Shape Rebar Shape 1		LG(B-C)-B	LG(B-C)-B	LG		B-C			BOTTOM		LG(B|C)|B	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		18	Unknown	10344.1			492762			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
488610	2e300276-0f52-4d80-a9e2-4f7875395570-000774a2	Rebar		Φ18 : Shape Rebar Shape 1		LG(B-C)-T	LG(B-C)-T	LG		B-C			TOP		LG(B|C)|T	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		18	Unknown	10402.7			492762			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
488882	2e300276-0f52-4d80-a9e2-4f7875395570-000775b2	Rebar		Φ14 : Shape M_02		TR(A-B)-T	TR(A-B)-T	TR					TOP		TR(A|B)|T	459588	9c435b12-5997-43bd-afe4-e9d3db874cc8-00070344	Structural Foundations		WF_B_2000x900	T(A-B)-2		14	Unknown	2258			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				2000.00 mm		6650.38 mm			11.9611	13.29				Rebar
488894	2e300276-0f52-4d80-a9e2-4f7875395570-000775be	Rebar		Φ18 : Shape M_00		LG(A-B)-T	LG(A-B)-T	LG		A-B			TOP		LG(A|B)|T	459588	9c435b12-5997-43bd-afe4-e9d3db874cc8-00070344	Structural Foundations		WF_B_2000x900	T(A-B)-2		18	Unknown	8321.1			174404			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				2000.00 mm		6650.38 mm			11.9611	13.29				Rebar
491004	2e300276-0f52-4d80-a9e2-4f7875395570-00077dfc	Rebar		Φ14 : Shape M_02		TR(A-B)-B	TR(A-B)-B	TR					BOTTOM		TR(A|B)|B	459588	9c435b12-5997-43bd-afe4-e9d3db874cc8-00070344	Structural Foundations		WF_B_2000x900	T(A-B)-2		14	Unknown	2258			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				2000.00 mm		6650.38 mm			11.9611	13.29				Rebar
491005	2e300276-0f52-4d80-a9e2-4f7875395570-00077dfd	Rebar		Φ18 : Shape M_00		LG(A-B)-B	LG(A-B)-B	LG		A-B			BOTTOM		LG(A|B)|B	459588	9c435b12-5997-43bd-afe4-e9d3db874cc8-00070344	Structural Foundations		WF_B_2000x900	T(A-B)-2		18	Unknown	8321.1			174404			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				2000.00 mm		6650.38 mm			11.9611	13.29				Rebar
491081	2e300276-0f52-4d80-a9e2-4f7875395570-00077e49	Rebar		Φ14 : Shape M_02		TR(B-C)-B	TR(B-C)-B	TR					BOTTOM		TR(B|C)|B	431871	7a97ca8d-cb99-4ff2-8bd1-c8c8f4d7b596-000696ff	Structural Foundations		WF_A_1800x900	L(2-3)		14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13429.25 mm			21.7554	24.173				Rebar
491082	2e300276-0f52-4d80-a9e2-4f7875395570-00077e4a	Rebar		Φ14 : Shape M_02		TR(B-C)-T	TR(B-C)-T	TR					TOP		TR(B|C)|T	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		14	Unknown	2057.9			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
491084	2e300276-0f52-4d80-a9e2-4f7875395570-00077e4c	Rebar		Φ18 : Shape M_02		LG(B-C)-B	LG(B-C)-B	LG		B-C			BOTTOM		LG(B|C)|B	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		18	Unknown	8041.7			130497			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
491085	2e300276-0f52-4d80-a9e2-4f7875395570-00077e4d	Rebar		Φ18 : Shape M_02		LG(B-C)-T	LG(B-C)-T	LG		B-C			TOP		LG(B|C)|T	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		18	Unknown	8078.3			130497			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
491395	2e300276-0f52-4d80-a9e2-4f7875395570-00077f83	Rebar		Φ14 : Shape M_02		TR(A-B)-B	TR(A-B)-B	TR					BOTTOM		TR(A|B)|B	444793	3a474b31-f906-450e-97f4-0894d5d268ce-0006c979	Structural Foundations		WF_A_1800x900	L(5-6)		14	Unknown	2268.6			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13297.72 mm			21.5423	23.936				Rebar
491396	2e300276-0f52-4d80-a9e2-4f7875395570-00077f84	Rebar		Φ14 : Shape M_02		TR(A-B)-T	TR(A-B)-T	TR					TOP		TR(A|B)|T	444793	3a474b31-f906-450e-97f4-0894d5d268ce-0006c979	Structural Foundations		WF_A_1800x900	L(5-6)		14	Unknown	2266			130497			FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13297.72 mm			21.5423	23.936				Rebar
491397	2e300276-0f52-4d80-a9e2-4f7875395570-00077f85	Rebar		Φ18 : Shape Rebar Shape 1		LG(A-B)-B	LG(A-B)-B	LG		A-B			BOTTOM		LG(A|B)|B	444129	3a474b31-f906-450e-97f4-0894d5d268ce-0006c6e1	Structural Foundations		WF_A_1800x900	L(3-4)		18	Unknown	7685.4			492762			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				1800.00 mm		13345.17 mm			21.6192	24.021				Rebar
491398	2e300276-0f52-4d80-a9e2-4f7875395570-00077f86	Rebar		Φ18 : Shape Rebar Shape 1		LG(A-B)-T	LG(A-B)-T	LG		A-B			TOP		LG(A|B)|T	444129	3a474b31-f906-450e-97f4-0894d5d268ce-0006c6e1	Structural Foundations		WF_A_1800x900	L(3-4)		18	Unknown	7677.7			492762			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13345.17 mm			21.6192	24.021				Rebar
502694	d69924d3-c9c8-4499-9a15-f4ef06732896-0007aba6	Rebar		Φ16 : Shape M_00		LG(A-B)-R1-T	LG(A-B)-R1-T	LG		A-B			TOP	1	LG(A|B)|R1|T	459599	9c435b12-5997-43bd-afe4-e9d3db874cc8-0007034f	Structural Foundations		WF_B_2000x900	T(A-B)-3		16	Unknown	5890.5			174404			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				2000.00 mm		3878.10 mm			6.955	7.728				Rebar
503554	3a726309-a294-4c4f-8f45-2ed67ac48548-0007af02	Rebar		Φ16 : Shape M_00		LG(A-B)-R2-T	LG(A-B)-R2-T	LG		A-B			TOP	2	LG(A|B)|R2|T	459599	9c435b12-5997-43bd-afe4-e9d3db874cc8-0007034f	Structural Foundations		WF_B_2000x900	T(A-B)-3		16	Unknown	3645			174404			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				2000.00 mm		3878.10 mm			6.955	7.728				Rebar
504042	72a170c6-bd99-4728-a3dd-a47b468facbe-0007b0ea	Rebar		Φ16 : Shape M_00		LG(C-D)-R1-T	LG(C-D)-R1-T	LG		C-D			TOP	1	LG(C|D)|R1|T	444129	3a474b31-f906-450e-97f4-0894d5d268ce-0006c6e1	Structural Foundations		WF_A_1800x900	L(3-4)		16	Unknown	6181.2			174404			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13345.17 mm			21.6192	24.021				Rebar
504185	72a170c6-bd99-4728-a3dd-a47b468facbe-0007b179	Rebar		Φ16 : Shape M_00		LG(C-D)-R2-T	LG(C-D)-R2-T	LG		C-D			TOP	2	LG(C|D)|R2|T	444793	3a474b31-f906-450e-97f4-0894d5d268ce-0006c979	Structural Foundations		WF_A_1800x900	L(5-6)		16	Unknown	4674.9			174404			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13297.72 mm			21.5423	23.936				Rebar
507482	1352b714-8141-45a6-90a9-d2c093be2a00-0007be5a	Rebar		Φ16 : Shape M_00		LG(B-C)-R1-T	LG(B-C)-R1-T	LG		B-C			TOP	1	LG(B|C)|R1|T	444129	3a474b31-f906-450e-97f4-0894d5d268ce-0006c6e1	Structural Foundations		WF_A_1800x900	L(3-4)		16	Unknown	5296.5			174404			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13345.17 mm			21.6192	24.021				Rebar
508392	1352b714-8141-45a6-90a9-d2c093be2a00-0007c1e8	Rebar		Φ16 : Shape M_00		LG(B-C)-R2-T	LG(B-C)-R2-T	LG		B-C			TOP	2	LG(B|C)|R2|T	444793	3a474b31-f906-450e-97f4-0894d5d268ce-0006c979	Structural Foundations		WF_A_1800x900	L(5-6)		16	Unknown	2791.3			174404			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13297.72 mm			21.5423	23.936				Rebar
509082	9ef80c8c-e6d0-43ba-aec1-20c322840924-0007c49a	Rebar		Φ18 : Shape M_00		LG(1-2)-R1-T	LG(1-2)-R1-T	LG		2-Jan			TOP	1	LG(1|2)|R1|T	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		18	Unknown	7800			174404			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
509453	9ef80c8c-e6d0-43ba-aec1-20c322840924-0007c60d	Rebar		Φ18 : Shape M_00		LG(1-2)-R2-T	LG(1-2)-R2-T	LG		2-Jan			TOP	2	LG(1|2)|R2|T	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		18	Unknown	6200			174404			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
509653	9ef80c8c-e6d0-43ba-aec1-20c322840924-0007c6d5	Rebar		Φ18 : Shape M_00		LG(1-2)-R3-T	LG(1-2)-R3-T	LG		2-Jan			TOP	3	LG(1|2)|R3|T	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		18	Unknown	4800			174404			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
509722	9ef80c8c-e6d0-43ba-aec1-20c322840924-0007c71a	Rebar		Φ18 : Shape M_00		LG(1-2)-R4-T	LG(1-2)-R4-T	LG		2-Jan			TOP	4	LG(1|2)|R4|T	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		18	Unknown	3000			174404			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
515719	76120621-45ff-47f7-b0ef-ab1a4e1bae40-0007de87	Rebar		Φ16 : Shape M_00		LG(1-2)-R5-T	LG(1-2)-R5-T	LG		2-Jan			TOP	5	LG(1|2)|R5|T	428753	2fc7f7fd-7a24-463a-8b1c-01f5d79af46b-00068ad1	Structural Foundations		WF_A_1800x900	"L(1-2) 
L(1-2)"		16	Unknown	4600			174404			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				1800.00 mm		13471.04 mm			21.8231	24.248				Rebar
